FACIAL_R_12IPV_NasolabialB3 13234
FACIAL_R_12IPV_NasolabialB4 15446
FACIAL_R_12IPV_NasolabialB5 626
FACIAL_R_12IPV_NasolabialB6 13263
FACIAL_R_12IPV_NasolabialB7 15450
FACIAL_R_12IPV_NasolabialB8 638
FACIAL_R_12IPV_NasolabialB9 13281
FACIAL_R_12IPV_NasolabialB10 15402
FACIAL_R_12IPV_NasolabialB11 652
FACIAL_R_12IPV_NasolabialB12 13302
FACIAL_L_NasolabialFurrow 7263
FACIAL_R_NasolabialFurrow 13238
FACIAL_L_12IPV_NasolabialF1 22335
FACIAL_R_12IPV_NasolabialF1 19322
FACIAL_L_12IPV_NasolabialF2 7232
FACIAL_R_12IPV_NasolabialF2 13206
FACIAL_L_12IPV_NasolabialF3 23720
FACIAL_R_12IPV_NasolabialF3 20707
FACIAL_L_12IPV_NasolabialF4 22337
FACIAL_R_12IPV_NasolabialF4 19324
FACIAL_L_12IPV_NasolabialF5 7263
FACIAL_R_12IPV_NasolabialF5 13238
FACIAL_L_12IPV_NasolabialF6 23718
FACIAL_R_12IPV_NasolabialF6 20705
FACIAL_L_12IPV_NasolabialF7 21695
FACIAL_R_12IPV_NasolabialF7 18682
FACIAL_L_12IPV_NasolabialF8 7241
FACIAL_R_12IPV_NasolabialF8 13217
FACIAL_L_12IPV_NasolabialF9 23716
FACIAL_R_12IPV_NasolabialF9 20703
FACIAL_L_CheekLower1 10540
FACIAL_L_CheekLower2 10522
FACIAL_L_12IPV_CheekL1 23161
FACIAL_L_12IPV_CheekL2 23198
FACIAL_L_12IPV_CheekL3 23163
FACIAL_L_12IPV_CheekL4 23188
FACIAL_R_CheekLower1 16544
FACIAL_R_CheekLower2 16527
FACIAL_R_12IPV_CheekL1 20148
FACIAL_R_12IPV_CheekL2 20185
FACIAL_R_12IPV_CheekL3 20150
FACIAL_R_12IPV_CheekL4 20175
FACIAL_L_NostrilThickness3 5617
FACIAL_R_NostrilThickness3 2546
FACIAL_C_12IPV_NoseL1 2919
FACIAL_C_12IPV_NoseL2 15206
FACIAL_C_12IPV_NoseTip1 17064
FACIAL_C_12IPV_NoseTip2 2926
FACIAL_C_12IPV_NoseTip3 17095
FACIAL_L_12IPV_NoseTip1 11034
FACIAL_R_12IPV_NoseTip1 17058
FACIAL_L_12IPV_NoseTip2 11161
FACIAL_R_12IPV_NoseTip2 17196
FACIAL_L_12IPV_NoseTip3 9236
FACIAL_R_12IPV_NoseTip3 15220
FACIAL_L_NostrilThickness1 7186
FACIAL_L_NostrilThickness2 7163
FACIAL_L_12IPV_Nostril1 22679
FACIAL_L_12IPV_Nostril2 3760
FACIAL_L_12IPV_Nostril3 3763
FACIAL_L_12IPV_Nostril4 11032
FACIAL_L_12IPV_Nostril5 3606
FACIAL_L_12IPV_Nostril6 23538
FACIAL_L_12IPV_Nostril7 5662
FACIAL_L_12IPV_Nostril8 4703
FACIAL_L_12IPV_Nostril9 23580
FACIAL_L_12IPV_Nostril10 23577
FACIAL_L_12IPV_Nostril11 11266
FACIAL_L_12IPV_Nostril12 7142
FACIAL_L_12IPV_Nostril13 3658
FACIAL_L_12IPV_Nostril14 9212
FACIAL_R_NostrilThickness1 13161
FACIAL_R_NostrilThickness2 13142
FACIAL_R_12IPV_Nostril1 19666
FACIAL_R_12IPV_Nostril2 689
FACIAL_R_12IPV_Nostril3 692
FACIAL_R_12IPV_Nostril4 17056
FACIAL_R_12IPV_Nostril5 535
FACIAL_R_12IPV_Nostril6 20525
FACIAL_R_12IPV_Nostril7 2591
FACIAL_R_12IPV_Nostril8 1632
FACIAL_R_12IPV_Nostril9 20567
FACIAL_R_12IPV_Nostril10 20564
FACIAL_R_12IPV_Nostril11 17303
FACIAL_R_12IPV_Nostril12 13121
FACIAL_R_12IPV_Nostril13 587
FACIAL_R_12IPV_Nostril14 15192
FACIAL_C_LipUpperSkin 15210
FACIAL_L_LipUpperSkin 3683
FACIAL_R_LipUpperSkin 612
FACIAL_L_LipUpperOuterSkin 23604
FACIAL_R_LipUpperOuterSkin 20591
FACIAL_C_12IPV_LipUpperSkin1 15208
FACIAL_C_12IPV_LipUpperSkin2 15212
FACIAL_L_12IPV_LipUpperSkin 3683
FACIAL_R_12IPV_LipUpperSkin 612
FACIAL_L_12IPV_LipUpperOuterSkin1 21609
FACIAL_R_12IPV_LipUpperOuterSkin1 18596
FACIAL_L_12IPV_LipUpperOuterSkin2 7084
FACIAL_R_12IPV_LipUpperOuterSkin2 13058
FACIAL_L_12IPV_MouthInteriorUpper1 6856
FACIAL_R_12IPV_MouthInteriorUpper1 12822
FACIAL_L_12IPV_MouthInteriorUpper2 6840
FACIAL_R_12IPV_MouthInteriorUpper2 12807
FACIAL_C_LipUpper1 12104
FACIAL_C_LipUpper2 2905
FACIAL_C_LipUpper3 2901
FACIAL_L_12IPV_LipUpper1 9221
FACIAL_R_12IPV_LipUpper1 15200
FACIAL_L_12IPV_LipUpper2 6258
FACIAL_R_12IPV_LipUpper2 12203
FACIAL_L_12IPV_LipUpper3 6453
FACIAL_R_12IPV_LipUpper3 12400
FACIAL_L_12IPV_LipUpper4 21214
FACIAL_R_12IPV_LipUpper4 18201
FACIAL_L_12IPV_LipUpper5 21435
FACIAL_R_12IPV_LipUpper5 18422
FACIAL_L_LipUpper1 6096
FACIAL_L_LipUpper2 3263
FACIAL_L_LipUpper3 3307
FACIAL_L_12IPV_LipUpper6 7122
FACIAL_L_12IPV_LipUpper7 6376
FACIAL_L_12IPV_LipUpper8 7079
FACIAL_L_12IPV_LipUpper9 6221
FACIAL_L_12IPV_LipUpper10 6431
FACIAL_L_12IPV_LipUpper11 6405
FACIAL_L_12IPV_LipUpper12 21212
FACIAL_L_12IPV_LipUpper13 21250
FACIAL_L_12IPV_LipUpper14 21210
FACIAL_L_12IPV_LipUpper15 21433
FACIAL_R_LipUpper1 12036
FACIAL_R_LipUpper2 192
FACIAL_R_LipUpper3 236
FACIAL_R_12IPV_LipUpper6 13099
FACIAL_R_12IPV_LipUpper7 12325
FACIAL_R_12IPV_LipUpper8 13054
FACIAL_R_12IPV_LipUpper9 12166
FACIAL_R_12IPV_LipUpper10 12378
FACIAL_R_12IPV_LipUpper11 12352
FACIAL_R_12IPV_LipUpper12 18199
FACIAL_R_12IPV_LipUpper13 18237
FACIAL_R_12IPV_LipUpper14 18197
FACIAL_R_12IPV_LipUpper15 18420
FACIAL_L_LipUpperOuter1 6087
FACIAL_L_LipUpperOuter2 6340
FACIAL_L_LipUpperOuter3 6480
FACIAL_L_12IPV_LipUpper16 7271
FACIAL_L_12IPV_LipUpper17 6213
FACIAL_L_12IPV_LipUpper18 3178
FACIAL_L_12IPV_LipUpper19 6385
FACIAL_L_12IPV_LipUpper20 3216
FACIAL_L_12IPV_LipUpper21 6479
FACIAL_L_12IPV_LipUpper22 6560
FACIAL_L_12IPV_LipUpper23 6471
FACIAL_L_12IPV_LipUpper24 6554
FACIAL_R_LipUpperOuter1 12025
FACIAL_R_LipUpperOuter2 12287
FACIAL_R_LipUpperOuter3 12433
FACIAL_R_12IPV_LipUpper16 13249
FACIAL_R_12IPV_LipUpper17 12159
FACIAL_R_12IPV_LipUpper18 107
FACIAL_R_12IPV_LipUpper19 12332
FACIAL_R_12IPV_LipUpper20 145
FACIAL_R_12IPV_LipUpper21 12434
FACIAL_R_12IPV_LipUpper22 12516
FACIAL_R_12IPV_LipUpper23 12424
FACIAL_R_12IPV_LipUpper24 12508
FACIAL_L_LipCorner1 7293
FACIAL_L_LipCorner2 3516
FACIAL_L_LipCorner3 6882
FACIAL_L_12IPV_LipCorner1 6235
FACIAL_L_12IPV_LipCorner2 7112
FACIAL_L_12IPV_LipCorner3 7119
FACIAL_R_LipCorner1 13267
FACIAL_R_LipCorner2 445
FACIAL_R_LipCorner3 12852
FACIAL_R_12IPV_LipCorner1 12180
FACIAL_R_12IPV_LipCorner2 13089
FACIAL_R_12IPV_LipCorner3 13094
FACIAL_L_JawBulge 23168
FACIAL_R_JawBulge 20155
FACIAL_L_JawRecess 8914
FACIAL_R_JawRecess 14892
FACIAL_L_Masseter 23082
FACIAL_R_Masseter 20069
FACIAL_C_UnderChin 2981
FACIAL_L_12IPV_UnderChin1 23457
FACIAL_R_12IPV_UnderChin1 20444
FACIAL_L_12IPV_UnderChin2 4598
FACIAL_R_12IPV_UnderChin2 1527
FACIAL_L_UnderChin 23735
FACIAL_R_UnderChin 20722
FACIAL_L_12IPV_UnderChin3 10997
FACIAL_R_12IPV_UnderChin3 17016
FACIAL_L_12IPV_UnderChin4 10932
FACIAL_R_12IPV_UnderChin4 16943
FACIAL_L_12IPV_UnderChin5 23453
FACIAL_R_12IPV_UnderChin5 20440
FACIAL_L_12IPV_UnderChin6 23741
FACIAL_R_12IPV_UnderChin6 20728
FACIAL_C_LipLowerSkin 2968
FACIAL_L_LipLowerSkin 7356
FACIAL_R_LipLowerSkin 13332
FACIAL_L_LipLowerOuterSkin 3702
FACIAL_R_LipLowerOuterSkin 631
FACIAL_C_12IPV_LipLowerSkin1 2967
FACIAL_C_12IPV_LipLowerSkin2 2969
FACIAL_L_12IPV_LipLowerSkin 7356
FACIAL_R_12IPV_LipLowerSkin 13332
FACIAL_L_12IPV_LipLowerOuterSkin1 3568
FACIAL_R_12IPV_LipLowerOuterSkin1 497
FACIAL_L_12IPV_LipLowerOuterSkin2 7362
FACIAL_R_12IPV_LipLowerOuterSkin2 13336
FACIAL_L_12IPV_LipLowerOuterSkin3 7326
FACIAL_R_12IPV_LipLowerOuterSkin3 13300
FACIAL_L_12IPV_MouthInteriorLower1 3156
FACIAL_R_12IPV_MouthInteriorLower1 85
FACIAL_L_12IPV_MouthInteriorLower2 6186
FACIAL_R_12IPV_MouthInteriorLower2 12126
FACIAL_C_LipLower1 12071
FACIAL_C_LipLower2 12691
FACIAL_C_LipLower3 2887
FACIAL_L_12IPV_LipLower1 7106
FACIAL_R_12IPV_LipLower1 13082
FACIAL_L_12IPV_LipLower2 6232
FACIAL_R_12IPV_LipLower2 12179
FACIAL_L_12IPV_LipLower3 21329
FACIAL_R_12IPV_LipLower3 18316
FACIAL_L_12IPV_LipLower4 21379
FACIAL_R_12IPV_LipLower4 18366
FACIAL_L_12IPV_LipLower5 6906
FACIAL_R_12IPV_LipLower5 12876
FACIAL_L_LipLower1 21060
FACIAL_L_LipLower2 21317
FACIAL_L_LipLower3 6816
FACIAL_L_12IPV_LipLower6 7099
FACIAL_L_12IPV_LipLower7 6222
FACIAL_L_12IPV_LipLower8 3570
